index,name,gender,label
24438,peter devries,m,0
24439,teuvo kohonen,m,0
24440,per lid¨¦n,none,0
24441,maarten grachten,m,0
24442,hongli yang,none,0
24443,jay h. vaishnav,none,0
24444,carmen riedler,f,0
24445,philippe nobecourt,m,0
24446,preetham mysore,m,0
24447,michael s. braverman,m,0
24448,martin schaff?ner,none,0
24449,koji miyajima,m,0
24450,graeme a. jones,m,0
24451,claudiney vander ramos,m,0
24452,hannes wettig,m,0
24453,luis de sopena,m,0
24454,j. dreussi,none,0
24455,brent wenerstrom,m,0
24456,hiroyuki uchiyama,m,0
24457,rongjing xiang,none,0
24458,jean-philippe thiran,m,0
24459,shao-hua kong,none,0
24460,edwin b. parker,m,4
24461,grace au,none,0
24462,atul k. chhabra,m,0
24463,yasumasa saito,m,0
24464,maria cialdea,none,0
24465,arthur j. benjamin,none,0
24466,thomas r?fer,none,0
24467,qi qiang,none,0
24468,fu jie huang,none,0
24469,rupert brooks,m,0
24470,quang anh nguyen,m,0
24471,michael vinov,m,0
24472,robert w. irving,none,0
24473,robert w. wisniewski,none,0
24474,hiroyoshi yamaguchi,none,0
24475,zhang zhang,none,0
24476,osamu hasegawa,m,0
24477,bruce g. robertson,m,0
24478,li-juan zhou,none,0
24479,robert rubinoff,none,0
24480,huan li,none,0
24481,seon ho kim,none,0
24482,diane e. hirsh,f,0
24483,doina tilivea,f,0
24484,frank hing-wah luk,m,0
24485,masaya tanaka,m,0
24486,nathan g. freier,m,0
24487,tien chi chen,none,0
24488,michele zito,f,0
24489,michael j. rothman,m,1
24490,magda valls,f,0
24491,gholamreza amayeh,none,0
24492,nicolas y. dano,none,0
24493,yuhsi chang,none,0
24494,yakkov kinar,none,0
24495,krishna palaniappan,m,0
24496,mary d. swift,none,0
24497,jacek jarmulak,m,0
24498,joan serrat,f,0
24499,mark podlaseck,none,0
24500,sandiway fong,none,0
24501,amri napolitano,m,0
24502,ali shokoufandeh,none,0
24503,alexander a. sherstov,m,0
24504,mohammed rupawalla,m,0
24505,leo egghe,none,4
24506,yonatan amit,m,0
24507,tushar chandra,m,0
24508,christopher s. campbell,m,0
24509,daniel whiteson,none,0
24510,kari laasonen,f,0
24511,michiharu kudo,none,0
24512,li jin,none,0
24513,wiktor rzeczkowski,m,0
24514,hirotaka soma,m,0
24515,cetin ozkan,m,0
24516,h. van dyke parunak,none,0
24517,ricardo toledo,m,0
24518,jason sankey,m,4
24519,ari d. brooks,m,0
24520,chen wu,none,0
24521,andrew v. karode,none,0
24522,delfina malandrino,f,0
24523,a. rubin,none,0
24524,michael holmes,m,0
24525,alexander m. robertson,m,4
24526,k. tanaka,none,0
24527,grace w. rumantir,none,0
24528,hongjun song,none,3
24529,jui-tine lee,none,0
24530,alan l. porter,none,0
24531,peter wittenburg,m,0
24532,jeffrey shulman,none,0
24533,fan deng,none,0
24534,steven white,m,0
24535,maria de lourdes da silveira,none,0
24536,geoffrey peters,m,0
24537,domenico rotiroti,none,0
24538,jake d. brutlag,m,0
24539,p. bryan heidorn,m,0
24540,rong liu,none,2
24541,ian underwood,none,0
24542,edward n. may,none,1
24543,dantong yu,none,0
24544,perry lowell miller,none,0
24545,yefeng zheng,none,0
24546,peter ciccolo,m,0
24547,anton faradjian,m,0
24548,ying ding,none,0
24549,kwok-wa lam,f,0
24550,cristina hava muntean,f,0
24551,faezeh ensan,f,0
24552,vasile rus,m,0
24553,uma sawant,f,0
24554,ivan kramosil,m,0
24555,pavan k. turaga,m,0
24556,john galloway,none,0
24557,sami bhiri,m,0
24558,alois strnad,none,0
24559,kenneth h. fasman,m,0
24560,quixiang li,none,0
24561,david a. graf,none,0
24562,adriana mu?oz,none,0
24563,ka cheung sia,none,0
24564,elisabeth le saux,f,0
24565,vikram manikonda,m,0
24566,siu-wah lau,m,0
24567,michael g. burke,m,0
24568,himanshu sharma,m,0
24569,guohong cao,none,1
24570,susan j. lederman,f,3
24571,ulrich finke,m,0
24572,yuh-jzer joung,none,0
24573,luis enrique sucar,m,0
24574,shijian lu,none,0
24575,andrzej izworski,m,0
24576,g. doman,none,1
24577,v. ashok,none,0
24578,jo?o marques-silva,none,0
24579,hans akkermans,m,0
24580,hidetaka matsumura,m,0
24581,xiaosong ma,none,0
24582,partha pratim talukdar,m,0
24583,zach zakharian,m,0
24584,philipp hanschke,m,0
24585,erik meijer,m,0
24586,ming-shun lin,none,0
24587,j. s. griffith,none,0
24588,tara a. estlin,f,0
24589,anne mulhern,f,0
24590,min hu,none,0
24591,yunpeng xu,none,0
24592,kehe wu,none,0
24593,takekazu kato,none,0
24594,tie zhong,none,0
24595,frederik de keukelaere,m,0
24596,mary e. s. loomis,none,1
24597,stefan haar,m,0
24598,ina m¨¹ller-gorman,none,0
24599,luca grieco,m,0
24600,won-gyu lee,none,0
24601,r. hammond,m,0
24602,andrew s. fast,none,0
24603,jose renato santos,m,0
24604,hitoshi habe,m,0
24605,jie gao,none,0
24606,dmitry zelenko,m,0
24607,jeff meredith,m,0
24608,murad s. taqqu,m,0
24609,michael h. goldbaum,m,0
24610,p. srinivas,m,0
24611,jason lyman,none,0
24612,georg langs,m,0
24613,stephen hailes,none,0
24614,peter bishop,m,0
24615,keith t. mason,none,0
24616,despina papoulis,f,0
24617,helger lipmaa,m,0
24618,chad m. schafer,m,0
24619,p. d. ting,none,1
24620,diego di bernardo,m,0
24621,leon a. shklar,m,0
24622,zhenmei gu,none,4
24623,jon zou,none,0
24624,jaime alonso,m,0
24625,jacques chabin,m,0
24626,shinji ozawa,m,0
24627,ce zhang,none,0
24628,richard c. simpson,none,0
24629,mahesh datt yemmanuru,m,0
24630,abba krieger,none,0
24631,shyan-ming yuan,none,0
24632,mona wong-barnum,f,0
24633,tiankai tu,none,0
24634,marcel holsheimer,m,0
24635,hyongmuk lim,none,0
24636,david r. millen,none,0
24637,gautam pant,m,0
24638,bernard levrat,m,0
24639,martin jansche,m,0
24640,arthur m. geoffrion,m,1
24641,jos¨¦ m. n. leit?o,none,0
24642,al mamunur rashid,m,0
24643,ralf m¨¹hlberger,none,0
24644,william kahn,m,0
24645,chia-yo chang,none,0
24646,p?r fornland,none,0
24647,jizhi wang,none,0
24648,m-c. chien,m,0
24649,qingshan luo,none,0
24650,peter szab¨®,none,0
24651,wenbo li,none,0
24652,laurence bull,f,0
24653,grace zhang,none,0
24654,helen m. brooks,none,0
24655,stephanie l. wolf,none,4
24656,claire j. kennedy,none,0
24657,jelle r. kok,m,0
24658,yuri malitsky,none,0
24659,tohru moto-oka,none,0
24660,noorhidawati abdullah,none,0
24661,corneliu henegar,m,0
24662,paula sturdy,f,0
24663,mitchell bowden,m,0
24664,anne rogers,f,2
24665,hiroyuji akimori,none,0
24666,victor eruhimov,m,0
24667,tuomas talvensaari,m,0
24668,lu¨ªs leit?o,none,0
24669,partha sarathi dutta,m,0
24670,bradford heckman,m,0
24671,sam chao,none,0
24672,motohide umano,none,1
24673,donald potter,m,0
24674,mark l. reynolds,none,0
24675,sanghoon cha,none,0
24676,xiangshang li,none,0
24677,pierre-claude scholl,m,0
24678,wim wiegerinck,m,0
24679,jinshan tang,none,0
24680,hideo fujii,m,0
24681,michael gleicher,m,0
24682,masayuki tani,m,0
24683,chris folk,m,0
24684,philipp slusallek,m,0
24685,tyrone grandison,m,0
24686,o. eliyahu,none,0
24687,huacheng c. ying,none,0
24688,ruey-hsia li,none,0
24689,david a. nichols,none,0
24690,federica cena,f,0
24691,david mcg. squire,none,0
24692,r. amit,m,0
24693,iris hendrickx,none,0
24694,bill g. horne,m,0
24695,steffen schulze-kremer,m,0
24696,joost van de weijer,m,0
24697,kevin e. smith,none,0
24698,ravi vijay,none,0
24699,billy g. claybrook,m,0
24700,richard peebles,none,0
24701,s. ben-yacoub,none,0
24702,paula-lavinia patranjan,f,0
24703,jack bieker,m,0
24704,angela goh,none,0
24705,lourdes de agapito,f,0
24706,andrew j. cowell,none,0
24707,rahul kapoor,m,0
24708,clifford claussen,m,0
24709,lawrence you,none,0
24710,heinrich toben,m,0
24711,josef sivic,m,0
24712,w. addison woods,none,0
24713,stephen clark,none,0
24714,inna frenkel,f,0
24715,guo-jie li,none,0
24716,joseph brandenburg,none,0
24717,mikkel agesen,m,0
24718,ying yin,none,0
24719,csaba j. egyhazy,m,0
24720,sari suomela,f,0
24721,nicholas lambert,m,0
24722,chuong b. do,none,0
24723,eric reiman,none,0
24724,anthony d. griffiths,none,0
24725,bradley c. love,none,0
24726,szewang fong,none,0
24727,xiaotong yuan,none,0
24728,i. parra,f,0
24729,steve racunas,m,0
24730,swen a. walker,none,0
24731,shingo tomita,m,0
24732,claire monteleoni,f,0
24733,thomas whalen,none,0
24734,rajeev raman,m,0
24735,amichai kronfeld,m,0
24736,kenneth st. clair,m,0
24737,richard l. didday,none,0
24738,james davidson,m,1
24739,fumio takechi,m,0
24740,jos¨¦ alberto fern¨¢ndez,none,1
24741,m. nedim alpdemir,none,0
24742,armin stahl,m,0
24743,h. chen,none,0
24744,claudio eccher,m,0
24745,taizan suzuki,none,0
24746,manish mehta,m,0
24747,susan b. baird,none,0
24748,adalbert f. x. wilhelm,m,2
24749,michael grabner,m,0
24750,deborah heystek,f,0
24751,hongye su,none,0
24752,min sub kim,none,0
24753,jianying hu,none,0
24754,pengdong xiao,none,0
24755,natalie jhaveri,f,0
24756,volker gaede,m,0
24757,robert michael lefler,none,0
24758,mattan winaver,none,0
24759,janara m. christensen,m,0
24760,ricardo redder,m,0
24761,i. soloviev,none,0
24762,m. delobel,none,0
24763,indrayana rustandi,none,0
24764,walter j. scheirer,m,0
24765,soo-hyun park,none,0
24766,mark b. ring,none,0
24767,gary m. ciany,none,0
24768,a. s. m. mahbub morshed,m,0
24769,e. jeffery conklin,none,0
24770,j. inigo thomas,none,0
24771,yun xiong,none,0
24772,shao-bing huang,none,0
24773,b. v. l. narayana,m,0
24774,laure berti-equille,none,0
24775,shuting xu,none,0
24776,david pierce,none,0
24777,j. bradley,none,0
24778,d. i. howells,m,0
24779,v. chakravarthy,none,0
24780,warwick graco,m,0
24781,brian s. eberman,none,0
24782,rawichote chalodhorn,none,0
24783,magnus sahlgren,m,0
24784,peter li,none,0
24785,takashi ishikawa,m,0
24786,andr¨¦ schiper,none,0
24787,gregory rae,m,0
24788,benjamin edelman,none,0
24789,edson fran?ozo,none,0
24790,xiaonan lu,none,0
24791,m. strobel,none,0
24792,j. p. bekmann,none,0
24793,runying mao,none,0
24794,yih-long chang,none,0
24795,st¨¦phane ross,none,0
24796,stephane kasriel,m,0
24797,mark l. moerdler,none,0
24798,kazuhiko niimi,m,4
24799,philip w. tse,m,0
24800,lin yang,none,0
24801,kenji ono,m,4
24802,matthew wondra,m,0
24803,carl woolf,none,0
24804,bogdan marinoiu,m,0
24805,thomas h?se,none,0
24806,kyungim baek,none,0
24807,mihai patrascu,m,0
24808,kalman szabo,f,0
24809,eyal shnarch,m,0
24810,sashi parthasarathy,f,0
24811,juchang lee,none,0
24812,wolfgang holzinger,m,0
24813,de-san yang,none,0
24814,t. c. chen,none,1
24815,sandro da silva camargo,m,0
24816,peter dickman,m,0
24817,jeremy forth,m,3
24818,thomas maguire,none,1
24819,mika timonen,m,0
24820,jeung-yoon choi,none,0
24821,ciril groselj,m,0
24822,xuezhong zhou,none,0
24823,brammert ottens,none,0
24824,mark j. embrechts,none,0
24825,adele h. marshall,f,0
24826,mark wallace,none,0
24827,christian c. wagner,m,0
24828,j?rg ernst,none,0
24829,graeme ritchie,m,0
24830,hansung lee,none,0
24831,victor dias,m,0
24832,roberto brunelli,m,0
24833,heloisa vieira da rocha,f,0
24834,abdel hechavarr¨ªa d¨ªaz,none,0
24835,sharlee climer,f,0
24836,juan carlos santamar¨ªa,none,0
24837,jean-fran?ois delaigle,none,0
24838,gianluigi ciocca,m,0
24839,yun mou,none,0
24840,yin-fu huang,none,0
24841,norman d. black,none,0
24842,zunping cheng,none,0
24843,m. laszlo,none,0
24844,chaithanya pichuka,m,0
24845,bj?rn falck,none,0
24846,fred carter,m,0
24847,ren¨¦ ba?ares-alc¨¢ntara,none,0
24848,liu yinghui,none,0
24849,tor didriksen,m,0
24850,russell a. manning,m,0
24851,christophe damier,m,4
24852,fred gaey,m,4
24853,roger nasr,m,4
24854,lifeng liu,none,0
24855,james abello,m,0
24856,michael w. kattan,m,0
24857,michinao mori,none,0
24858,shailesh agrawal,m,0
24859,madhu reddy,m,0
24860,jeffery staley,m,0
24861,andrew macfarlane,none,4
24862,david aspinall,none,0
24863,scott newmann,none,0
24864,jae-jun hwang,none,0
24865,srihari padmanabhan,m,0
24866,chakravarthy bhagvati,m,0
24867,anis benammar,m,0
24868,b. valentine,none,0
24869,yves auffray,m,0
24870,catherine paterson,f,0
24871,tsai-yang jea,none,0
24872,sanjai tiwari,m,0
24873,masami suzuki,f,0
24874,erik eilerts,m,0
24875,s. timor,none,0
24876,christopher unkel,m,0
24877,nissanka b. priyantha,none,0
24878,mathieu salzmann,m,0
24879,polle zellweger,none,0
24880,edisanter lo,none,0
24881,leo r. gotlieb,none,1
24882,b. lomov,m,0
24883,paul kline,none,0
24884,anna goldenberg,f,0
24885,michael kaiser,m,0
24886,francesco orabona,m,0
24887,mark walker,none,1
24888,maxim binshtok,m,0
24889,ajay dholakia,m,0
24890,richard e. warren,none,0
24891,naresh neelapala,m,0
24892,gen hattori,none,0
24893,h. noble,none,1
24894,thaddeus j. kowalski,m,0
24895,ahmed a. soror,m,0
24896,aloak kapoor,none,0
24897,seizo fujii,none,0
24898,david m. fram,none,0
24899,w. mark boggs,none,0
24900,j. verso,none,0
24901,scott proper,m,0
24902,dorgival olavo guedes neto,m,0
24903,ben hutchinson,none,3
24904,lu¨ªs a. alexandre,none,0
24905,allan hollander,m,0
24906,johannes andrich,m,0
24907,sebastian l¨¹hr,none,0
24908,simon dennis,none,4
24909,duncan j. watts,m,0
24910,peter c.-h. cheng,none,0
24911,bertrand thirion,m,0
24912,hsieh-chuan hung,none,0
24913,jukka honkela,m,0
24914,eliezer kantorowitz,m,0
24915,jos¨¦ andany,none,0
24916,carol luckhart,none,0
24917,joonho kwon,none,0
24918,amar mukhopadhyay,m,4
24919,johan hopstadius,m,0
24920,sumner e. blount,f,0
24921,theodore w. hong,none,0
24922,yapin zhong,none,0
24923,anthony lazanas,none,0
24924,yang gu,none,0
24925,bill sudyka,m,0
24926,junyu niu,none,0
24927,paul nielson,none,0
24928,oleg okun,m,0
24929,richard p. br?gger,none,0
24930,wayne e. moore,m,0
24931,r. p. s. o'donoghue,m,0
24932,amy wang,none,0
24933,paolo marinelli,m,0
24934,juan c. cuevas-tello,none,0
24935,susanne van mulken,f,0
24936,weiqiang lin,none,0
24937,carsten meyer,m,0
24938,brian p. gerkey,none,0
24939,p. colin,none,0
24940,christine georgakis,f,0
24941,yaxin yu,none,0
24942,florian haftmann,m,0
24943,oddvar risnes,none,1
24944,anjali dhond,f,0
24945,meng chen lee,none,0
24946,canhui wang,none,0
24947,erich marth,m,0
24948,nian-yi chen,none,0
24949,martin d. yonke,m,0
24950,olu sobulo,m,0
24951,xiangyang lan,none,0
24952,patrick gros,m,0
24953,andrew hunt,none,0
24954,alessandro verri,m,0
24955,jean-yves caleca,none,0
24956,erik elgersma,m,4
24957,paul warren,none,0
24958,john paul wiejaczka,none,0
24959,ming-jer lee,none,4
24960,subramanyam swaminathan,m,0
24961,ming-ming sun,none,0
24962,guillermo cecchi,none,0
24963,siegfried reich,m,0
24964,michael brudno,m,0
24965,kyuhyung lee,none,0
24966,jiaqian zheng,none,0
24967,a. k. platonov,none,0
24968,andreas stephanik,m,0
24969,mike henry,none,0
24970,soumitra sengupta,m,1
24971,brian n. bershad,none,0
24972,qiang du,none,0
24973,paolo nobili,m,0
24974,mark d. yanike,none,0
24975,songnian rong,none,0
24976,thomas gabel,none,0
24977,jeong soo ahn,none,0
24978,luca ghilardi,m,4
24979,c. e. oleson,none,3
24980,jill fain lehman,f,0
24981,steven greco,m,0
24982,jack r. buchanan,m,0
24983,mugizi robert rwebangira,m,0
24984,mounir bechchi,m,0
24985,xuegang hu,none,0
24986,matti pietik?inen,none,0
24987,maurice karnaugh,m,0
24988,gianluca torta,m,0
24989,sreenath bodagala,m,0
24990,howard e. jacobson,none,0
24991,robert e. shostak,none,0
24992,andrew b. whinston,none,0
24993,yong tang,none,0
24994,christian schlepphorst,m,0
24995,charles cohen,none,0
24996,jun'ichi toyoda,none,0
24997,daniel t. schuh,none,0
24998,brent waters,m,0
24999,daihee park,none,0
25000,boon-lock yeo,none,0
25001,yunxiao ma,none,0
25002,john p. nearhos,none,0
25003,i. coles,none,0
25004,manuel e. bermudez,m,0
25005,qingshan liu,none,0
25006,brian stankiewicz,none,0
25007,alborz geramifard,m,0
25008,wen-chieh yang,none,0
25009,e. a. unger,none,1
25010,eric ka ka ng,none,0
25011,mike hanlon,none,0
25012,shun-chieh lin,none,0
25013,peter werth,m,0
25014,daniel c. edelson,none,0
25015,weiyi ge,none,0
25016,v. briebrin,none,0
25017,andr¨¦ m. van tilborg,none,0
25018,gennaro iaccarino,m,0
25019,moez chaabouni,m,0
25020,georg klinker,m,0
25021,klaus-peter gapp,m,3
25022,richard liston,none,0
25023,joshua d. guttman,m,0
25024,bernd thomas,none,0
25025,david kinny,none,0
25026,minas e. spetsakis,m,0
25027,maziar palhang,m,0
25028,yohai gat,none,0
25029,john p. oakley,none,0
25030,lixiang shen,none,0
25031,tsei-chun su,none,0
25032,zhenghua yu,none,0
25033,amit agarwal,m,0
25034,r. karger,m,0
25035,nuno a. fonseca,m,0
25036,p. florath,none,3
25037,siddhesh bhobe,m,0
25038,marc g. bellemare,m,0
25039,sven jacobi,m,0
25040,¨¦tienne m¨¦min,none,0
25041,daniel jubin,none,0
25042,lisa fong,f,0
25043,karen finesilver,f,0
25044,george t. duncan,none,0
25045,masahiro watanabe,m,0
25046,grzegorz kondrak,m,0
25047,nadia najjar,f,0
25048,abel mui?o,none,0
25049,shivkumar chandrasekaran,m,0
25050,alberto apostolico,m,0
25051,daniel e. whitney,none,3
25052,andr¨¦ neumann,none,0
25053,annie lau,none,0
25054,saikat guha,m,0
25055,donghui wu,none,0
25056,richard lichtenstein,none,0
25057,gert brettlecker,m,0
25058,jackie chappell,f,0
25059,joseph bugajski,none,0
25060,roger shultz,none,0
25061,deepak murthy,m,0
25062,stephen a. block,none,0
25063,myoung-cheol kim,none,0
25064,benjamin marlin,none,0
25065,jianfeng zhu,none,0
25066,guillaume deffuant,m,0
25067,tony lai,none,0
25068,patrik o. hoyer,m,0
25069,hui su,none,0
25070,carlos duarte,m,0
25071,yoshiharu sato,m,0
25072,feodor f. dragan,m,0
25073,lun zhang,none,0
25074,franck dufrenois,m,0
25075,girish patel,m,0
25076,felix v. agakov,m,0
25077,anastasios bezerianos,m,0
25078,marenglen biba,none,0
25079,nina phan,f,4
25080,johan colliez,m,0
25081,humbert fiorino,f,0
25082,steven vere,m,0
25083,scott mccallen,m,0
25084,tanel tammet,none,0
25085,satish k. tripathi,m,0
25086,m. dennis mickunas,none,0
25087,valnir ferreira jr.,f,0
25088,kevin p. jones,none,0
25089,rei-chi lee,none,0
25090,osamu konishi,m,0
25091,david j. neu,none,0
25092,mark s. drew,none,0
25093,adam d. troy,m,0
25094,robert g. tobey,none,4
25095,mark k. singley,none,0
25096,robert j. ross,none,0
25097,luc¨ªa ardao,none,0
25098,mark a. wood,none,0
25099,steven covington,m,0
25100,katsumi nihei,m,0
25101,daniel silva,none,0
25102,sylvain calinon,m,0
25103,engin kirda,m,0
25104,yun-maw cheng,none,0
25105,akira shimaya,m,0
25106,michael pfeiffer,m,0
25107,brandon beamer,m,0
25108,gerald r. barber,m,0
25109,mengcheng duan,none,0
25110,tobias kiesling,m,0
25111,guido sciavicco,m,0
25112,adrian barbu,m,0
25113,maurice grinberg,m,0
25114,alex ferguson,none,0
25115,andra marynowski,f,0
25116,j. s. marron,none,0
25117,youngin kim,none,0
25118,kevin gold,none,0
25119,serena lee,none,0
25120,ion constantinescu,m,0
25121,ian roberts,none,0
25122,r. shelnin,none,0
25123,ignacio thayer,m,0
25124,don freeman,none,0
25125,sagar mittal,m,0
25126,kimberly m. james,f,1
25127,ron brachman,m,0
25128,sharon alpert,f,0
25129,terrence j. sejnowski,m,0
25130,jonathan robie,m,0
25131,aude billard,f,0
25132,francisco javier d¨ªaz pernas,none,0
25133,kathy lee simunich,f,0
25134,fran?ois pacull,none,0
25135,bill smart,m,0
25136,emilio luque,m,0
25137,fathi h. saad,m,0
25138,pierdaniele giaretta,none,0
25139,kenneth r. laughery,m,0
25140,kazunori ohmura,none,0
25141,p. tzavelis,m,4
25142,ariella richardson,f,0
25143,hongen lu,none,0
25144,norman haas,m,0
25145,c. j. yang,none,3
25146,suzanne b. sandmeyer,f,0
25147,lei jiang,none,0
25148,arne k. sandvik,m,0
25149,alvaro soto,m,3
25150,yun-hsueh liu,none,0
25151,naila rahman,f,0
25152,paul de greef,none,0
25153,andrea bianco,f,0
25154,michael egmont-petersen,m,0
25155,yong-ju lee,none,0
25156,robert miner,none,4
25157,jeffrey a. bedell,m,0
25158,michel manago,m,0
25159,elaine qing chang,none,0
25160,ti-pin chang,none,0
25161,donald a. varvel,m,0
25162,osamu mizuno,m,0
25163,l. richey,m,0
25164,edward r. jones,none,0
25165,t. s. yuen,none,0
25166,j. quinton,none,0
25167,stefan podlipnig,m,0
25168,marc plantevit,m,0
25169,baoyao zhou,none,0
25170,mike wessler,none,0
25171,philip j. bernhard,m,0
25172,luigi p. cordella,m,0
25173,julien velcin,m,0
25174,wenbin chen,none,0
25175,j. jeong,none,0
25176,fatih coskun,m,0
25177,laurent fribourg,m,0
25178,paolo viappiani,m,0
25179,xiuqing wu,none,0
25180,aral ege,m,0
25181,franck morvan,m,0
25182,farial shahnaz,f,0
25183,christophe cruz,m,0
25184,andreas junghanns,m,0
25185,kevin lansard,none,0
25186,jun luo,none,0
25187,robert graham,none,0
25188,frank slisser,m,0
25189,martin richtarsky,m,0
25190,dirk d¨¹llmann,none,0
25191,godfried t. toussaint,f,0
25192,matjaz gams,m,0
25193,t. r. albrecht,f,0
25194,weidong mao,none,0
25195,anastasios n. venetsanopoulos,m,0
25196,p. bui,m,0
25197,dominique rieu,f,1
25198,aaron kershenbaum,m,0
25199,gye-jeong kim,none,0
25200,david e. rumelhart,none,0
25201,james d. davlouros,m,0
25202,anastasio molano,m,0
25203,hagen metzler,none,0
25204,michael f. peering,m,0
25205,bethina schmitt,f,4
25206,maddalena garzetti,f,0
25207,rasmus pagh,m,0
25208,todd hughes,m,0
25209,brajesh goyal,m,0
25210,peter j. braspenning,m,0
25211,curtis scott,none,0
25212,gene joe,none,0
25213,christoph h?lscher,none,0
25214,mary o'kane,none,3
25215,amy loutfi,f,0
25216,mark j. carlotto,none,0
25217,mike gardner,none,0
25218,abdulkareem alali,f,0
25219,hubert jin,none,0
25220,sandra simon halliburton,none,0
25221,glenn k. manacher,m,0
25222,wei wu,none,0
25223,sara jordan,f,0
25224,michael j. turmon,m,0
25225,prashant pandey,m,0
25226,ismail hakki toroslu,m,1
25227,atul kanaujia,m,0
25228,marcus m. rocha,none,0
25229,d. faith,none,0
25230,steve olson,none,0
25231,samuel gustman,m,0
25232,chad carson,m,0
25233,bj?rn ommer,none,0
25234,weizhao wang,none,0
25235,tong zheng,none,0
25236,pierre tournassoud,m,0
25237,v¨¦ronique masson,none,0
25238,renate meyer,f,0
25239,masato agata,m,0
25240,guy bernard,none,0
25241,antonio sgorbissa,m,0
25242,kristen prentice,f,0
25243,vishal kapoor,m,0
25244,gerald j. agin,m,0
25245,joshua caudill,m,0
25246,pradeep k. dubey,m,0
25247,akiyo nadamoto,f,0
25248,hojjat ghaderi,none,0
25249,jingming tang,none,0
25250,amit ganesh,m,0
25251,¨¢lvaro r. pereira jr.,none,0
25252,vaibhav padliya,m,0
25253,harald sighart,m,0
25254,blaine nelson,m,0
25255,charly kleissner,none,0
25256,friedrich mayer-lindenberg,m,0
25257,paul mckevitt,none,0
25258,ren¨¦ v. mayorga,none,0
25259,matthias fichtner,m,0
25260,n. nishikawa,f,0
25261,lin chiu,none,0
25262,satoshi kimura,m,0
25263,wallapak tavanapong,none,0
25264,sungwon jung,none,0
25265,michael gaynor,none,0
25266,j?rg k. wegner,none,0
25267,tiago de lima,none,0
25268,peter lohman,none,0
25269,ren¨¦ janssen,none,0
25270,chun jin,none,0
25271,r. l. benneworth,none,0
25272,l. moneta,m,0
25273,bostjan pajntar,m,0
25274,seong kyu chang,none,0
25275,joseph terry,none,0
25276,kishiko maruyama,f,0
25277,stefan saroiu,m,0
25278,pedro gabriel ferreira,m,0
25279,yoshimi saito,f,0
25280,y. m. visetti,none,0
25281,lorien y. pratt,f,0
25282,patrick blair,m,0
25283,yanhua qu,none,0
25284,timothy m. lownie,m,0
25285,hui luo,none,0
25286,tony r. martinez,m,0
25287,soraya abad,f,0
25288,ian t. nabney,none,2
25289,douglas c. mckee,m,0
25290,tibor heged¨¹s,none,0
25291,anind k. dey,m,0
25292,herbert kay,none,0
25293,john s. kinnebrew,none,0
25294,tim fiez,none,0
25295,monique thonnat,f,0
25296,thomas p. kehler,none,0
25297,hector mu?oz-avila,none,0
25298,valerij bauer,m,0
25299,olivier chomat,m,0
25300,john k. ousterhout,none,0
25301,xiaoqin zeng,none,0
25302,yi-ping hung,none,0
25303,ross sparks,m,0
25304,m. symons,none,0
25305,seiichi koizumi,m,0
25306,aziz ait-braham,m,0
25307,pauray s. m. tsai,m,0
25308,bruno gusm?o rocha,none,0
25309,mark h. liffiton,none,0
25310,kazutoshi sumiya,none,0
25311,tzu-chuan chou,none,0
25312,ren¨¦ schneider,none,0
25313,chee wee chin,none,0
25314,gerhard a. schloss,m,1
25315,harry r. lewis,m,0
25316,mariam tariq,f,0
25317,leif kobbelt,m,0
25318,steve kelling,m,0
25319,yang shi,none,0
25320,nuno maria,none,4
25321,yaochun huang,none,0
25322,anurag chaudhry,m,0
25323,dmitry tsarkov,m,0
25324,karen carney,f,0
25325,john joseph,none,0
25326,wolfgang m¨¹ller 0002,none,0
25327,soumya roy,none,0
25328,alla rozovskaya,f,0
25329,feifang hu,none,0
25330,linhao xu,none,0
25331,eelco herder,m,0
25332,carme torras,f,0
25333,sundar narasimhan,m,0
25334,suresh katukam,m,0
25335,axel kilian,m,0
25336,michael j. tarr,m,0
25337,anne aula,f,0
25338,haruo takeda,none,0
25339,markus bundschus,m,0
25340,yimin wen,none,0
25341,shehroz s. khan,m,0
25342,gehad galal,f,0
25343,fernando ortiz-rodr¨ªguez,none,0
25344,nicu d. cornea,m,0
25345,charles schweizer,m,0
25346,jesse montgomery,m,0
25347,pierre-antoine manzagol,m,0
25348,paula j. cowley,f,1
25349,simeon warner,m,0
25350,kumiko tanaka-ishii,f,0
25351,ari mozes,m,0
25352,daniel l. s. berlin,none,0
25353,dennis t. cornhill,m,0
25354,anthony n. a. schwickerath,none,0
25355,r. todd constable,m,0
25356,karl krissian,m,0
25357,klaus dorer,m,3
25358,esteban maestre,m,0
25359,lu¨ªs sarmento,none,0
25360,yuting qi,none,0
25361,mimi zhang,none,0
25362,srinivasan umesh,m,0
25363,dietmar jannach,m,0
25364,shavit talman,m,0
25365,dhruv mangla,m,0
25366,chun sheng li,none,0
25367,carlo montangero,m,0
25368,kevin m. lochner,none,0
25369,rudd stevens,m,0
25370,frank dignum,m,0
25371,daniel winterstein,none,0
25372,f. m. monette,none,0
25373,zhiheng li,none,0
25374,randal m. henne,m,2
25375,laurence leherte,f,0
25376,vijay atluri,m,0
25377,cheng-ming guo,none,3
25378,thomas a. henzinger,none,0
25379,nigel j. martin,none,0
25380,wai-leong yeow,m,0
25381,oliver j. woodford,m,0
